지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
175,2019-04-21 23:00,14.6,,5,360,56,9.3,5.9,959.2,1014.6,,,,,,,,,,,,11.5,,,,
175,2019-04-22 00:00,14.1,,5.4,360,59,9.4,6.1,958.9,1014.4,,,,,,,,,,,,11.1,,,,
175,2019-04-22 01:00,14.3,,5.2,360,41,6.7,1.2,958.7,1014.2,,,,,,,,,,,,10.2,,,,
175,2019-04-22 02:00,14,,4.2,360,47,7.5,2.8,958.7,1014.3,,,,,,,,,,,,9.7,,,,
175,2019-04-22 03:00,13.9,,5,20,55,8.7,4.9,958.6,1014.2,,,,,,,,,,,,10,,,,
175,2019-04-22 04:00,13.8,,4.7,20,67,10.5,7.7,958.6,1013.9,,,,,,,,,,,,10.3,,,,
175,2019-04-22 05:00,13.8,,5.4,20,67,10.5,7.7,958.6,1013.9,,,,,,,,,,,,10.4,,,,
175,2019-04-22 06:00,13.9,,3.1,90,74,11.7,9.3,958.8,1014.4,0,,,,,,,,,,,10.7,,,,
175,2019-04-22 07:00,15.2,,3.9,140,73,12.5,10.3,959.1,1014.3,.7,,,,,,,,,,,12.3,,,,
175,2019-04-22 08:00,18.2,,5.2,140,62,12.9,10.7,959.5,1013.7,1,,,,,,,,,,,20.9,,,,
175,2019-04-22 09:00,20.9,,5.2,160,55,13.6,11.5,959.9,1013.8,1,,,,,,,,,,,27.7,,,,
175,2019-04-22 10:00,21.9,,4.7,160,53,13.8,11.8,960.3,1013.9,1,,,,,,,,,,,31.9,,,,
175,2019-04-22 11:00,23.6,,4.9,160,51,14.8,12.8,960.5,1013.6,1,,,,,,,,,,,35.6,,,,
175,2019-04-22 12:00,23.8,,4.3,160,53,15.6,13.6,960.6,1013.7,1,,,,,,,,,,,37.3,,,,
175,2019-04-22 13:00,24.6,,4.5,180,51,15.7,13.7,960.2,1013.5,1,,,,,,,,,,,39,,,,
175,2019-04-22 14:00,24.4,,5.2,160,49,14.9,12.9,959.6,1013,1,,,,,,,,,,,39.4,,,,
175,2019-04-22 15:00,23,,4.6,180,51,14.3,12.3,960,1013.3,1,,,,,,,,,,,37.8,,,,
175,2019-04-22 16:00,22.4,,4.5,160,50,13.5,11.4,960,1013.5,1,,,,,,,,,,,36.3,,,,
175,2019-04-22 17:00,20.5,,5.7,160,55,13.2,11.1,959.5,1013.5,.4,,,,,,,,,,,29.8,,,,
175,2019-04-22 18:00,16.6,,6,160,65,12.2,9.9,959.5,1014.2,.5,,,,,,,,,,,20,,,,
175,2019-04-22 19:00,15,,7.2,160,70,11.9,9.5,959.6,1014.9,0,,,,,,,,,,,16.1,,,,
175,2019-04-22 20:00,14.2,,6.4,160,73,11.8,9.4,960,1015.6,0,,,,,,,,,,,14.4,,,,
175,2019-04-22 21:00,14.4,,6,160,74,12.1,9.8,960.4,1015.9,,,,,,,,,,,,14.2,,,,
175,2019-04-22 22:00,14.2,,5.9,160,73,11.8,9.4,960.6,1016.2,,,,,,,,,,,,13.7,,,,
175,2019-04-22 23:00,13.3,,6.5,160,76,11.6,9.1,960.5,1016,,,,,,,,,,,,12.9,,,,
175,2019-04-23 00:00,13.1,,7.5,160,77,11.6,9.1,960.4,1016,,,,,,,,,,,,12.5,,,,
175,2019-04-23 01:00,12.8,,7.2,160,78,11.5,9,960.1,1015.8,,,,,,,,,,,,12.2,,,,
175,2019-04-23 02:00,12.2,,7.5,160,82,11.6,9.2,959.1,1014.9,,,,,,,,,,,,11.7,,,,
175,2019-04-23 03:00,11.9,,8,160,81,11.2,8.7,958.7,1014.5,,,,,,,,,,,,11.3,,,,
175,2019-04-23 04:00,11.3,,7.3,160,81,10.8,8.1,958.2,1014.2,,,,,,,,,,,,10.6,,,,
175,2019-04-23 05:00,11.6,,8.8,140,79,10.7,8,957.6,1013.4,,,,,,,,,,,,10.7,,,,
175,2019-04-23 06:00,11.9,,8.1,160,80,11.1,8.5,957.7,1013.5,0,,,,,,,,,,,11.2,,,,
175,2019-04-23 07:00,12.1,,8.3,160,78,10.9,8.3,957.9,1013.6,0,,,,,,,,,,,11.7,,,,
175,2019-04-23 08:00,12.3,,9.2,160,78,11.1,8.5,957.8,1013.5,0,,,,,,,,,,,12.5,,,,
175,2019-04-23 09:00,11.3,0,8,140,94,12.5,10.3,957.7,1013.6,0,,,,,,,,,,,12.4,,,,
175,2019-04-23 10:00,11.1,1.2,7.4,160,100,13.1,11,957.6,1013.6,0,,,,,,,,,,,12.7,,,,
175,2019-04-23 11:00,11.2,1.9,6.7,160,100,13.2,11.1,957.3,1013.2,0,,,,,,,,,,,12.4,,,,
175,2019-04-23 12:00,11.7,2.5,10.8,160,100,13.7,11.6,956,1011.7,0,,,,,,,,,,,12.9,,,,
175,2019-04-23 13:00,12.4,.4,10,160,98,14,12,955.3,1010.8,0,,,,,,,,,,,15,,,,
175,2019-04-23 14:00,13.2,0,10.5,160,98,14.8,12.8,954.5,1009.7,0,,,,,,,,,,,17.2,,,,
175,2019-04-23 15:00,13.3,,11,160,98,14.9,12.9,954.4,1009.6,0,,,,,,,,,,,16.5,,,,
175,2019-04-23 16:00,13.3,,9.8,160,98,14.9,12.9,953.8,1009,0,,,,,,,,,,,15.6,,,,
175,2019-04-23 17:00,13,,10.1,160,98,14.6,12.6,953.3,1008.5,0,,,,,,,,,,,15.4,,,,
175,2019-04-23 18:00,13.1,,9.9,160,98,14.7,12.7,952.9,1008.1,0,,,,,,,,,,,14,,,,
175,2019-04-23 19:00,13.1,,9.7,160,98,14.7,12.7,952.8,1008,0,,,,,,,,,,,13.6,,,,
175,2019-04-23 20:00,13.2,,9.5,160,98,14.8,12.8,952.8,1007.9,0,,,,,,,,,,,13.5,,,,
175,2019-04-23 21:00,13.1,0,11.2,160,98,14.7,12.7,952.8,1008,,,,,,,,,,,,13.4,,,,
175,2019-04-23 22:00,13.5,,11,160,98,15.1,13.1,952.5,1007.5,,,,,,,,,,,,13.4,,,,
175,2019-04-23 23:00,13.2,,10.5,160,98,14.8,12.8,952.3,1007.4,,,,,,,,,,,,13.3,,,,
175,2019-04-24 00:00,13.4,,9.7,160,98,15,13,952.2,1007.2,,,,,,,,,,,,13.4,,,,
175,2019-04-24 01:00,13.4,,9.4,160,98,15,13,952.1,1007.1,,,,,,,,,,,,13.4,,,,
175,2019-04-24 02:00,13.5,,7.2,160,98,15.1,13.1,951.7,1006.7,,,,,,,,,,,,13.5,,,,
175,2019-04-24 03:00,13.7,,6.5,140,98,15.3,13.3,951.5,1006.4,,,,,,,,,,,,13.6,,,,
175,2019-04-24 04:00,14.1,0,5,140,98,15.7,13.7,951.2,1006.3,,,,,,,,,,,,13.8,,,,
175,2019-04-24 05:00,14.3,.1,3.6,160,98,15.9,13.9,951.5,1006.5,,,,,,,,,,,,14,,,,
175,2019-04-24 06:00,14.4,.1,.1,0,98,16,14,951.7,1006.7,0,,,,,,,,,,,14.1,,,,
175,2019-04-24 07:00,15.1,,0,0,98,16.7,14.7,951.8,1006.6,0,,,,,,,,,,,15.5,,,,
175,2019-04-24 08:00,14.9,,.1,0,98,16.5,14.5,952.2,1007.1,0,,,,,,,,,,,16.4,,,,
175,2019-04-24 09:00,15.9,.1,0,0,98,17.6,15.5,952,1006.5,0,,,,,,,,,,,20.9,,,,
175,2019-04-24 10:00,15.4,,0,0,98,17,15,952.4,1007.1,0,,,,,,,,,,,19.4,,,,
175,2019-04-24 11:00,16.5,,1.3,290,98,18.3,16.1,952.7,1007.1,0,,,,,,,,,,,23.3,,,,
175,2019-04-24 12:00,18.1,,.8,290,98,20.2,17.7,952.5,1006.4,0,,,,,,,,,,,25,,,,
175,2019-04-24 13:00,16.1,,.4,0,98,17.8,15.7,952.5,1007,0,,,,,,,,,,,21.7,,,,
175,2019-04-24 14:00,16,,.9,290,98,17.7,15.6,952,1006.5,0,,,,,,,,,,,20.8,,,,
175,2019-04-24 15:00,15.9,,2.1,320,98,17.6,15.5,951.6,1006.1,0,,,,,,,,,,,20.5,,,,
175,2019-04-24 16:00,15.8,,2,320,98,17.5,15.4,951.1,1005.6,0,,,,,,,,,,,22.5,,,,
175,2019-04-24 17:00,15.3,,2.6,320,98,16.9,14.9,951.6,1006.3,0,,,,,,,,,,,19.9,,,,
175,2019-04-24 18:00,13.9,,3.4,320,98,15.5,13.5,951.7,1006.9,0,,,,,,,,,,,16.7,,,,
175,2019-04-24 19:00,12.8,,6.3,340,98,14.4,12.4,951.7,1006.9,0,,,,,,,,,,,15.1,,,,
175,2019-04-24 20:00,12.6,,5.4,340,98,14.2,12.2,952.2,1007.5,0,,,,,,,,,,,14,,,,
175,2019-04-24 21:00,12.5,,7.1,360,98,14.1,12.1,952.7,1008,,,,,,,,,,,,12.8,,,,
175,2019-04-24 22:00,12.2,,6.9,360,98,13.8,11.8,952.5,1007.9,,,,,,,,,,,,12.1,,,,
175,2019-04-24 23:00,12.9,,4,360,98,14.5,12.5,952.2,1007.4,,,,,,,,,,,,11.8,,,,
175,2019-04-25 00:00,12.5,,4.4,360,98,14.1,12.1,952.2,1007.5,,,,,,,,,,,,11.3,,,,
175,2019-04-25 01:00,12.6,,3.8,50,98,14.2,12.2,951.7,1006.9,,,,,,,,,,,,11.3,,,,
175,2019-04-25 02:00,12.5,,2,90,98,14.1,12.1,951,1006.2,,,,,,,,,,,,10.8,,,,
175,2019-04-25 03:00,12.5,,4.9,360,98,14.1,12.1,951.5,1006.7,,,,,,,,,,,,11.9,,,,
175,2019-04-25 04:00,11.8,,3.5,50,98,13.5,11.4,951.1,1006.5,,,,,,,,,,,,10.6,,,,
175,2019-04-25 05:00,12,,4,20,98,13.7,11.6,951.2,1006.6,,,,,,,,,,,,11,,,,
175,2019-04-25 06:00,13.3,,3.4,50,98,14.9,12.9,951.5,1006.5,0,,,,,,,,,,,12.2,,,,
175,2019-04-25 07:00,14.3,,1.3,110,98,15.9,13.9,952.2,1007.3,.5,,,,,,,,,,,13.8,,,,
175,2019-04-25 08:00,14.4,,4.2,140,98,16,14,952.2,1007.2,.7,,,,,,,,,,,16.6,,,,
175,2019-04-25 09:00,13.1,,6.9,140,98,14.7,12.7,952.6,1007.7,0,,,,,,,,,,,16.4,,,,
175,2019-04-25 10:00,13.5,0,5.2,160,98,15.1,13.1,953.3,1008.4,0,,,,,,,,,,,16.5,,,,
175,2019-04-25 11:00,13.7,,4.9,160,98,15.3,13.3,953,1008,0,,,,,,,,,,,16.4,,,,
175,2019-04-25 12:00,12.8,,6.3,160,98,14.4,12.4,952.6,1007.8,0,,,,,,,,,,,17.2,,,,
175,2019-04-25 13:00,13.3,,3,160,98,14.9,12.9,953.1,1008.2,0,,,,,,,,,,,18.7,,,,
175,2019-04-25 14:00,13.4,,.1,0,98,15,13,953.5,1008.6,0,,,,,,,,,,,18.5,,,,
175,2019-04-25 15:00,13.1,,3.3,180,98,14.7,12.7,953.1,1008.3,0,,,,,,,,,,,18.3,,,,
175,2019-04-25 16:00,12.6,,4.6,180,98,14.2,12.2,953.1,1008.4,0,,,,,,,,,,,16.5,,,,
175,2019-04-25 17:00,12,,1.6,180,98,13.7,11.6,953.3,1008.8,0,,,,,,,,,,,14.7,,,,
175,2019-04-25 18:00,11.8,,3.4,180,98,13.5,11.4,952.8,1008.3,0,,,,,,,,,,,13.9,,,,
175,2019-04-25 19:00,11.1,,2.7,200,96,12.6,10.4,953,1008.7,0,,,,,,,,,,,12.9,,,,
175,2019-04-25 20:00,10.4,,3.9,200,97,12.2,9.9,954,1010,0,,,,,,,,,,,12,,,,
175,2019-04-25 21:00,10.2,,2.4,230,97,12,9.7,954,1010,,,,,,,,,,,,11.7,,,,
175,2019-04-25 22:00,9.9,,3.7,290,98,11.9,9.5,954.3,1010.4,,,,,,,,,,,,11.3,,,,
175,2019-04-25 23:00,10,.5,5,320,98,11.9,9.6,954.3,1010.4,,,,,,,,,,,,11,,,,
175,2019-04-26 00:00,8.5,.2,5.5,340,98,10.8,8.1,954,1010.3,,,,,,,,,,,,10.1,,,,
175,2019-04-26 01:00,7.9,.7,7.5,340,98,10.4,7.5,953.8,1010.2,,,,,,,,,,,,9.3,,,,
175,2019-04-26 02:00,7.2,.4,7.9,320,98,9.9,6.9,953.6,1010.2,,,,,,,,,,,,8.7,,,,
175,2019-04-26 03:00,6.8,.3,7.5,340,98,9.7,6.5,953.5,1010.2,,,,,,,,,,,,8.4,,,,
175,2019-04-26 04:00,6.6,,7.3,340,98,9.5,6.3,953.3,1010,,,,,,,,,,,,8.2,,,,
175,2019-04-26 05:00,6.2,,6.6,320,98,9.3,5.9,953.2,1010,,,,,,,,,,,,7.9,,,,
175,2019-04-26 06:00,5.9,,5.7,320,98,9.1,5.6,953.1,1010,0,,,,,,,,,,,7.7,,,,
175,2019-04-26 07:00,5.8,,7.5,320,98,9,5.5,954.1,1011.1,0,,,,,,,,,,,8.1,,,,
175,2019-04-26 08:00,5.5,,7.4,320,98,8.8,5.2,954.9,1012,0,,,,,,,,,,,8.5,,,,
175,2019-04-26 09:00,5.8,,6.7,340,98,9,5.5,955.3,1012.4,0,,,,,,,,,,,10.3,,,,
175,2019-04-26 10:00,6.1,,6.5,340,98,9.2,5.8,956.1,1013.1,0,,,,,,,,,,,10.5,,,,
175,2019-04-26 11:00,6.4,,7.5,320,98,9.4,6.1,956.3,1013.3,0,,,,,,,,,,,11.6,,,,
175,2019-04-26 12:00,6.8,,7.3,320,97,9.5,6.3,956.3,1013.2,0,,,,,,,,,,,12.2,,,,
175,2019-04-26 13:00,6.2,,7.5,340,97,9.2,5.7,956.2,1013.2,0,,,,,,,,,,,10.9,,,,
175,2019-04-26 14:00,6.5,,6.4,340,97,9.3,6,956.7,1013.7,0,,,,,,,,,,,10.9,,,,
175,2019-04-26 15:00,6.3,,7.3,320,97,9.2,5.8,956,1013,0,,,,,,,,,,,10.8,,,,
175,2019-04-26 16:00,6.1,,6.9,340,97,9.1,5.6,956.3,1013.3,0,,,,,,,,,,,10.3,,,,
175,2019-04-26 17:00,5.7,,5.9,320,97,8.8,5.2,957,1014.2,0,,,,,,,,,,,9.2,,,,
175,2019-04-26 18:00,5.6,,6,320,97,8.8,5.1,957.2,1014.4,0,,,,,,,,,,,8.6,,,,
175,2019-04-26 19:00,5.4,,6.2,340,97,8.7,4.9,957.6,1014.9,0,,,,,,,,,,,8,,,,
175,2019-04-26 20:00,5.2,,5,340,97,8.5,4.7,958.4,1015.8,0,,,,,,,,,,,7.7,,,,
175,2019-04-26 21:00,5.3,,4.9,340,97,8.6,4.8,959.2,1016.6,,,,,,,,,,,,7.5,,,,
175,2019-04-26 22:00,5.5,,5.3,360,97,8.7,5,959.5,1016.9,,,,,,,,,,,,7.4,,,,
175,2019-04-26 23:00,5.9,,4.1,340,97,9,5.4,960.2,1017.5,,,,,,,,,,,,7.6,,,,
175,2019-04-27 00:00,6.2,,4.4,340,97,9.2,5.7,961.2,1018.5,,,,,,,,,,,,7.7,,,,
175,2019-04-27 01:00,6.3,,4.9,360,97,9.2,5.8,961.6,1018.9,,,,,,,,,,,,7.7,,,,
175,2019-04-27 02:00,6.5,0,3.6,360,97,9.3,6,961.7,1019,,,,,,,,,,,,7.9,,,,
175,2019-04-27 03:00,6.6,,3,360,97,9.4,6.1,961.8,1019,,,,,,,,,,,,7.9,,,,
175,2019-04-27 04:00,6.7,,1.2,50,97,9.5,6.2,962.1,1019.3,,,,,,,,,,,,7.9,,,,
175,2019-04-27 05:00,6.2,,.3,0,97,9.2,5.7,962.3,1019.7,,,,,,,,,,,,7.8,,,,
175,2019-04-27 06:00,5.8,,.1,0,97,8.9,5.3,963.7,1021.3,0,,,,,,,,,,,7.7,,,,
175,2019-04-27 07:00,6,,.2,0,97,9,5.5,964.2,1021.7,.2,,,,,,,,,,,8,,,,
175,2019-04-27 08:00,8,,.2,0,97,10.4,7.5,965.3,1022.4,.4,,,,,,,,,,,11.7,,,,
175,2019-04-27 09:00,9.9,,1.7,110,97,11.8,9.4,965.6,1022.4,1,,,,,,,,,,,16.4,,,,
175,2019-04-27 10:00,9.8,,1.8,140,87,10.5,7.7,965.8,1022.6,.8,,,,,,,,,,,17.6,,,,
175,2019-04-27 11:00,11.2,,2,110,78,10.3,7.4,965.5,1021.9,.9,,,,,,,,,,,21.9,,,,
175,2019-04-27 12:00,14.6,,3.5,140,60,9.9,6.9,964.8,1020.5,1,,,,,,,,,,,27,,,,
175,2019-04-27 13:00,16.7,,2.4,160,58,10.9,8.3,964.3,1019.3,1,,,,,,,,,,,28.9,,,,
175,2019-04-27 14:00,15.2,,1.5,180,58,9.9,6.9,965.1,1020.6,.9,,,,,,,,,,,27,,,,
175,2019-04-27 15:00,13.7,,1.7,250,60,9.3,6,964.7,1020.4,.5,,,,,,,,,,,23.9,,,,
175,2019-04-27 16:00,10.8,,3.7,270,72,9.3,5.9,964,1020.4,.1,,,,,,,,,,,19.8,,,,
175,2019-04-27 17:00,10,,2.8,250,70,8.5,4.7,964.1,1020.8,0,,,,,,,,,,,17,,,,
175,2019-04-27 18:00,9.1,,2.8,180,78,9,5.4,963.8,1020.7,0,,,,,,,,,,,13.9,,,,
175,2019-04-27 19:00,8,,2.8,180,84,9,5.4,964.2,1021.2,0,,,,,,,,,,,11.4,,,,
175,2019-04-27 20:00,7.3,,4,160,84,8.5,4.7,963.9,1021.1,0,,,,,,,,,,,9.4,,,,
175,2019-04-27 21:00,7.3,,3.2,160,83,8.4,4.5,964.9,1022.1,,,,,,,,,,,,8.6,,,,
175,2019-04-27 22:00,7,,3.6,160,85,8.5,4.6,965.7,1023.1,,,,,,,,,,,,8.2,,,,
175,2019-04-27 23:00,7.1,,3.8,160,87,8.7,5,965.8,1023.1,,,,,,,,,,,,7.6,,,,
175,2019-04-28 00:00,7,,3.8,160,93,9.3,5.9,965.8,1023.2,,,,,,,,,,,,6.7,,,,
175,2019-04-28 01:00,6.8,,5.3,160,90,8.8,5.2,965,1022.4,,,,,,,,,,,,6.6,,,,
175,2019-04-28 02:00,7.5,,4.8,140,86,8.9,5.3,965.1,1022.3,,,,,,,,,,,,6.7,,,,
175,2019-04-28 03:00,7.3,,4.8,140,87,8.8,5.2,964.5,1021.7,,,,,,,,,,,,6.3,,,,
175,2019-04-28 04:00,7.2,,5.2,140,89,9,5.5,964.3,1021.5,,,,,,,,,,,,6,,,,
175,2019-04-28 05:00,6.5,,6.7,140,91,8.8,5.1,963.3,1020.7,,,,,,,,,,,,6,,,,
175,2019-04-28 06:00,7.1,,5.6,140,84,8.4,4.5,963.7,1020.9,0,,,,,,,,,,,6.9,,,,
175,2019-04-28 07:00,7.8,,3.8,140,73,7.7,3.2,965.1,1022.2,0,,,,,,,,,,,7.8,,,,
175,2019-04-28 08:00,7.8,,5.1,140,77,8.1,4,964.8,1021.9,0,,,,,,,,,,,8.1,,,,
175,2019-04-28 09:00,7.9,,5.2,140,77,8.2,4.1,965.1,1022.2,0,,,,,,,,,,,8.7,,,,
175,2019-04-28 10:00,8.7,,5.8,140,73,8.2,4.1,964.9,1021.8,0,,,,,,,,,,,10.1,,,,
175,2019-04-28 11:00,7.8,.1,6.5,140,88,9.3,5.9,964.6,1021.7,0,,,,,,,,,,,11,,,,
175,2019-04-28 12:00,7.9,,4.2,140,86,9.1,5.6,964.4,1021.4,0,,,,,,,,,,,11.1,,,,
175,2019-04-28 13:00,8.7,,6.4,140,81,9.1,5.6,963.6,1020.4,0,,,,,,,,,,,12.1,,,,
175,2019-04-28 14:00,9.6,,6,160,73,8.7,4.9,963.1,1019.8,0,,,,,,,,,,,12.9,,,,
175,2019-04-28 15:00,10.4,,5.9,160,72,9,5.5,962.4,1018.9,0,,,,,,,,,,,14.3,,,,
175,2019-04-28 16:00,12,,5,160,63,8.8,5.1,962.1,1018.1,0,,,,,,,,,,,17.2,,,,
175,2019-04-28 17:00,11.9,,4.2,160,68,9.4,6.1,962,1018,.1,,,,,,,,,,,17,,,,
175,2019-04-28 18:00,10.4,,4.8,160,73,9.2,5.7,961.9,1018.3,0,,,,,,,,,,,14,,,,
175,2019-04-28 19:00,9.3,,4.8,160,78,9.1,5.6,961.6,1018.3,0,,,,,,,,,,,11.5,,,,
175,2019-04-28 20:00,8.9,,4.2,160,85,9.7,6.5,961.9,1018.8,0,,,,,,,,,,,10.5,,,,
175,2019-04-28 21:00,8.8,,4.9,160,83,9.3,6,962,1018.7,,,,,,,,,,,,9.9,,,,
175,2019-04-28 22:00,8.7,,4,160,84,9.4,6.1,962.4,1019.1,,,,,,,,,,,,9.7,,,,
175,2019-04-28 23:00,8.9,,5.1,140,81,9.2,5.8,962.1,1019,,,,,,,,,,,,9.5,,,,
175,2019-04-29 00:00,9,,5.9,140,78,8.9,5.3,961.6,1018.4,,,,,,,,,,,,9.2,,,,
175,2019-04-29 01:00,9.1,,4.9,140,73,8.4,4.5,961.3,1018.1,,,,,,,,,,,,8.9,,,,
175,2019-04-29 02:00,9.2,,6,140,78,9,5.5,960.4,1017.1,,,,,,,,,,,,8.9,,,,
175,2019-04-29 03:00,9.5,,5.9,140,78,9.2,5.8,959.9,1016.5,,,,,,,,,,,,9,,,,
175,2019-04-29 04:00,9.3,,5.8,140,81,9.4,6.1,959.3,1015.9,,,,,,,,,,,,9.1,,,,
175,2019-04-29 05:00,9.7,,6.3,140,87,10.4,7.6,959,1015.5,,,,,,,,,,,,9.4,,,,
175,2019-04-29 06:00,8.2,.3,5.8,110,100,10.8,8.1,958.7,1015.3,0,,,,,,,,,,,9,,,,
175,2019-04-29 07:00,8,1.6,5.6,110,97,10.4,7.5,958.4,1015.1,0,,,,,,,,,,,9.2,,,,
175,2019-04-29 08:00,9,,7,140,97,11.1,8.5,957.9,1014.5,0,,,,,,,,,,,9.8,,,,
175,2019-04-29 09:00,9.1,,7.1,140,97,11.2,8.6,957.1,1013.6,0,,,,,,,,,,,10.5,,,,
175,2019-04-29 10:00,9.9,0,8.7,140,97,11.8,9.4,956.7,1013,0,,,,,,,,,,,11.3,,,,
175,2019-04-29 11:00,10.2,.5,9.1,160,100,12.4,10.1,956.1,1012.3,0,,,,,,,,,,,11.6,,,,
175,2019-04-29 12:00,10.1,.4,3.3,90,100,12.3,10,956.8,1013,0,,,,,,,,,,,11.3,,,,
175,2019-04-29 13:00,9.7,6.7,3.6,50,100,11.9,9.6,956.1,1012.4,0,,,,,,,,,,,11.9,,,,
175,2019-04-29 14:00,9.6,1.3,3.2,110,100,11.9,9.5,955.1,1011.4,0,,,,,,,,,,,11.3,,,,
175,2019-04-29 15:00,9.7,4.1,3.5,110,100,11.9,9.6,954.8,1011,0,,,,,,,,,,,10.7,,,,
175,2019-04-29 16:00,10.1,4.5,5.4,110,99,12.2,9.9,953.3,1009.3,0,,,,,,,,,,,10.9,,,,
175,2019-04-29 17:00,10.4,2.2,7.4,140,100,12.5,10.3,952.8,1008.7,0,,,,,,,,,,,11.4,,,,
175,2019-04-29 18:00,10.6,1.6,4,110,100,12.7,10.5,952.7,1008.5,0,,,,,,,,,,,11.2,,,,
175,2019-04-29 19:00,10.4,1.4,2.6,90,100,12.5,10.3,952.9,1008.8,0,,,,,,,,,,,10.8,,,,
175,2019-04-29 20:00,11.2,1,2.8,110,97,12.9,10.7,953.5,1009.2,0,,,,,,,,,,,10.9,,,,
175,2019-04-29 21:00,11.4,.5,4.8,140,97,13,10.9,953.9,1009.6,,,,,,,,,,,,11.1,,,,
175,2019-04-29 22:00,11.5,.2,2.7,110,97,13.1,11,954.5,1010.2,,,,,,,,,,,,11.2,,,,
175,2019-04-29 23:00,11.5,.7,3.5,140,97,13.1,11,954.5,1010.2,,,,,,,,,,,,11.2,,,,
175,2019-04-30 00:00,11.1,.1,4.1,110,97,12.8,10.6,954,1009.8,,,,,,,,,,,,11.1,,,,
175,2019-04-30 01:00,11.7,,4.9,110,97,13.3,11.2,953.9,1009.5,,,,,,,,,,,,11.3,,,,
175,2019-04-30 02:00,11.7,,.5,90,97,13.3,11.2,954.1,1009.7,,,,,,,,,,,,11.4,,,,
175,2019-04-30 03:00,11.1,.3,4.3,360,97,12.8,10.6,954.2,1010,,,,,,,,,,,,11.2,,,,
175,2019-04-30 04:00,10.7,.1,5.4,360,97,12.4,10.2,954.1,1010,,,,,,,,,,,,11,,,,
175,2019-04-30 05:00,11.1,,1.3,50,97,12.8,10.6,953.4,1009.1,,,,,,,,,,,,11.1,,,,
175,2019-04-30 06:00,11.5,0,.1,0,97,13.1,11,953.4,1009,0,,,,,,,,,,,11.2,,,,
175,2019-04-30 07:00,12.3,,.1,0,97,13.8,11.8,953.5,1008.9,0,,,,,,,,,,,12.3,,,,
175,2019-04-30 08:00,12.7,.1,.1,0,97,14.2,12.2,954.1,1009.4,0,,,,,,,,,,,15.3,,,,
175,2019-04-30 09:00,14.3,,1.9,160,97,15.8,13.8,954.2,1009.4,0,,,,,,,,,,,18.9,,,,
175,2019-04-30 10:00,16.9,.1,1.7,180,97,18.6,16.4,954.6,1009,.7,,,,,,,,,,,24.2,,,,
175,2019-04-30 11:00,15.6,,.9,160,97,17.2,15.1,955,1009.8,.3,,,,,,,,,,,23.4,,,,
175,2019-04-30 12:00,15.7,,.9,180,97,17.3,15.2,954.3,1009,0,,,,,,,,,,,22.4,,,,
175,2019-04-30 13:00,15.8,,2.1,320,97,17.4,15.3,954,1008.7,.1,,,,,,,,,,,25.2,,,,
175,2019-04-30 14:00,17.7,,1.8,290,74,14.9,12.9,953.4,1007.4,.6,,,,,,,,,,,29.4,,,,
175,2019-04-30 15:00,14.9,,.9,320,89,15,13,953.2,1008.1,.4,,,,,,,,,,,22.5,,,,
175,2019-04-30 16:00,17.9,,3.3,320,76,15.6,13.6,952.7,1006.6,.8,,,,,,,,,,,27.8,,,,
175,2019-04-30 17:00,15.5,,.8,160,83,14.6,12.6,952.5,1007.2,.9,,,,,,,,,,,24.4,,,,
175,2019-04-30 18:00,13.9,,.3,0,84,13.3,11.2,952.4,1007.6,.7,,,,,,,,,,,18.4,,,,
175,2019-04-30 19:00,11.5,,5.2,340,97,13.1,11,952.9,1008.5,.5,,,,,,,,,,,14.8,,,,
175,2019-04-30 20:00,10.8,,5.6,340,97,12.5,10.3,953.5,1009.3,0,,,,,,,,,,,12.5,,,,
175,2019-04-30 21:00,10.4,,5,360,97,12.2,9.9,953.8,1009.8,,,,,,,,,,,,11.1,,,,
175,2019-04-30 22:00,9.5,,6.9,340,83,9.8,6.7,953.9,1010.1,,,,,,,,,,,,9.7,,,,
175,2019-04-30 23:00,9.4,,8.7,360,71,8.3,4.3,953.3,1009.5,,,,,,,,,,,,8.4,,,,
175,2019-05-01 00:00,9.4,,7.4,360,70,8.2,4.1,952.7,1008.9,,,,,,,,,,,,8,,,,
175,2019-05-01 01:00,9.6,,5.6,360,70,8.3,4.3,952.4,1008.5,,,,,,,,,,,,8.1,,,,
175,2019-05-01 02:00,10,,5.8,360,67,8.2,4.1,952.3,1008.3,,,,,,,,,,,,8,,,,
175,2019-05-01 03:00,8.7,,9.8,360,78,8.7,5,952,1008.1,,,,,,,,,,,,8,,,,
175,2019-05-01 04:00,8.3,,10.3,360,76,8.3,4.3,951.7,1007.9,,,,,,,,,,,,7.5,,,,
175,2019-05-01 05:00,8.9,,9.7,360,69,7.8,3.5,951.7,1008,,,,,,,,,,,,7.3,,,,
175,2019-05-01 06:00,8.1,,11,360,78,8.4,4.4,951.8,1008,0,,,,,,,,,,,7.1,,,,
